ballc	wgbstools	dmpp_dedup	dmpp_bam
mCFrac	ENCFF980QLU.dedup	mean_meth	mean_meth
0.820611	0.521073	0.520619	0.505085
0.779279	0.641723	0.648980	0.656184
0.574526	0.187328	0.173494	0.165072
0.601329	0.058333	0.057785	0.060458
0.596995	0.243802	0.259162	0.258760
0.760870	0.406154	0.373656	0.387187
0.875587	0.773050	0.780093	0.778539
0.949309	0.916667	0.899563	0.893333
0.958549	0.942708	0.939655	0.938326
0.701299	0.329843	0.375610	0.367500
0.920578	0.864469	0.862676	0.869863
0.625850	0.331002	0.353081	0.364706
0.815631	0.647887	0.629126	0.632735
0.830986	0.644444	0.630890	0.641026
0.872671	0.737654	0.730114	0.726190
0.693709	0.313333	0.323855	0.317817
0.759076	0.434711	0.437879	0.456790
0.759016	0.431856	0.435241	0.453988
0.819820	0.650746	0.640227	0.632353
0.853814	0.752643	0.742308	0.739394
0.787342	0.489899	0.483660	0.469957
0.696104	0.406332	0.408759	0.401961
0.811060	0.599078	0.578261	0.557940
0.913947	0.839394	0.840659	0.830189
0.748011	0.501340	0.489607	0.494357
0.854938	0.754098	0.743590	0.755618
0.804054	0.687500	0.706587	0.705882
0.776062	0.609562	0.596491	0.575439
0.817073	0.682927	0.677778	0.681818
0.933086	0.866171	0.862069	0.853821
0.880597	0.809045	0.811404	0.800000
0.796020	0.541353	0.547046	0.544858
0.880769	0.751938	0.723183	0.743860
0.688073	0.385714	0.397321	0.413953
0.845018	0.659813	0.658537	0.642857
0.914286	0.835052	0.831325	0.822115
0.871560	0.752336	0.756522	0.755556
0.857143	0.703226	0.703704	0.719298
0.900474	0.790476	0.764706	0.777778
0.830303	0.690402	0.683761	0.670455
0.841379	0.723404	0.714286	0.731544
0.879518	0.763636	0.761494	0.752809
0.808917	0.644737	0.587571	0.611111
0.655000	0.134367	0.120833	0.126000
0.914601	0.806630	0.791237	0.784777
0.922509	0.850746	0.837288	0.838710
0.729730	0.505556	0.486911	0.481481
0.738255	0.479452	0.483444	0.483221
0.757143	0.544484	0.527778	0.522727
0.703704	0.388889	0.386417	0.375610
0.947883	0.893548	0.892128	0.895317
0.788804	0.617347	0.597619	0.607229
0.889197	0.712676	0.689567	0.684896
0.889447	0.805063	0.799097	0.789474
0.840491	0.597561	0.568306	0.568627
0.567010	0.102510	0.102767	0.098232
0.718543	0.449251	0.402032	0.411932
0.812174	0.716239	0.685039	0.670365
0.960699	0.929204	0.930328	0.929752
0.982517	0.960573	0.934844	0.940845
0.916667	0.844193	0.838046	0.843407
0.891304	0.861314	0.859107	0.854671
0.970370	0.930521	0.923963	0.934732
0.600365	0.259598	0.277677	0.280357
